"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2024","0.6575","0.7330","0.7400","0.5659","78.96M","-10.30%"
"02/01/2024","0.7330","0.7325","0.7585","0.7020","45.25M","0.17%"
"01/01/2024","0.7318","0.6725","0.7358","0.6711","27.44M","8.80%"
"31/12/2023","0.6726","0.6893","0.7068","0.6678","26.02M","-2.43%"
"30/12/2023","0.6894","0.6872","0.7010","0.6681","22.40M","0.32%"
"29/12/2023","0.6872","0.6839","0.7214","0.6620","42.14M","0.49%"
"28/12/2023","0.6839","0.7377","0.7546","0.6745","48.04M","-7.29%"
"27/12/2023","0.7376","0.7678","0.7691","0.7146","45.08M","-3.93%"
"26/12/2023","0.7678","0.7391","0.7952","0.7114","92.25M","3.88%"
"25/12/2023","0.7391","0.7102","0.7494","0.7040","47.90M","4.07%"
"24/12/2023","0.7102","0.7349","0.7515","0.7000","47.69M","-3.36%"
"23/12/2023","0.7349","0.7211","0.7486","0.7007","43.11M","1.92%"
"22/12/2023","0.7211","0.7615","0.7792","0.7063","64.80M","-5.30%"
"21/12/2023","0.7615","0.7353","0.7636","0.6998","75.88M","3.56%"
"20/12/2023","0.7353","0.7076","0.7874","0.6914","107.03M","3.91%"
"19/12/2023","0.7076","0.7088","0.7437","0.6902","98.91M","-0.17%"
"18/12/2023","0.7088","0.6383","0.7088","0.5939","112.09M","11.05%"
"17/12/2023","0.6383","0.6466","0.6619","0.6192","49.18M","-1.28%"
"16/12/2023","0.6466","0.6692","0.6960","0.6369","76.23M","-3.38%"
"15/12/2023","0.6692","0.7052","0.7500","0.6672","112.65M","-4.91%"
"14/12/2023","0.7038","0.6270","0.7152","0.6240","122.16M","12.25%"
"13/12/2023","0.6270","0.6032","0.6571","0.5691","209.85M","3.95%"
"12/12/2023","0.6032","0.4916","0.6051","0.4908","152.72M","22.70%"
"11/12/2023","0.4916","0.5284","0.5346","0.4680","93.09M","-6.96%"
"10/12/2023","0.5284","0.5135","0.5299","0.5024","37.98M","2.90%"
"09/12/2023","0.5135","0.5378","0.5553","0.5067","58.73M","-4.59%"
"08/12/2023","0.5382","0.5267","0.5443","0.5200","47.30M","2.30%"
"07/12/2023","0.5261","0.5049","0.5360","0.4903","55.80M","4.20%"
"06/12/2023","0.5049","0.5326","0.5433","0.5018","53.13M","-5.15%"
"05/12/2023","0.5323","0.5430","0.5468","0.5157","66.55M","-1.82%"
"04/12/2023","0.5422","0.5577","0.5680","0.5080","114.77M","-2.79%"
"03/12/2023","0.5577","0.5583","0.5842","0.5501","61.10M","-0.11%"
"02/12/2023","0.5583","0.5544","0.5786","0.5409","58.35M","0.71%"
"01/12/2023","0.5544","0.5282","0.5640","0.5222","59.94M","4.92%"
"30/11/2023","0.5284","0.5225","0.5362","0.5159","34.81M","1.12%"
"29/11/2023","0.5225","0.5403","0.5586","0.5209","47.65M","-3.29%"
"28/11/2023","0.5403","0.5139","0.5454","0.4893","71.00M","5.13%"
"27/11/2023","0.5139","0.5346","0.5530","0.4992","78.93M","-3.87%"
"26/11/2023","0.5346","0.5325","0.5438","0.5098","44.55M","0.20%"
"25/11/2023","0.5335","0.5317","0.5401","0.5179","48.97M","0.34%"
"24/11/2023","0.5317","0.4962","0.5659","0.4941","100.53M","7.15%"
"23/11/2023","0.4962","0.5159","0.5219","0.4856","64.20M","-3.81%"
"22/11/2023","0.5159","0.4607","0.5483","0.4607","114.71M","11.97%"
"21/11/2023","0.4607","0.5199","0.5407","0.4607","160.89M","-11.38%"
"20/11/2023","0.5199","0.4995","0.5785","0.4990","183.52M","4.08%"
"19/11/2023","0.4995","0.4623","0.5168","0.4481","140.91M","8.04%"
"18/11/2023","0.4623","0.4423","0.4665","0.3961","105.14M","4.53%"
"17/11/2023","0.4423","0.4334","0.4782","0.4146","149.07M","2.05%"
"16/11/2023","0.4334","0.4458","0.4531","0.4131","124.55M","-2.78%"
"15/11/2023","0.4458","0.3840","0.4487","0.3789","90.71M","16.00%"
"14/11/2023","0.3843","0.3737","0.3967","0.3612","83.28M","2.82%"
"13/11/2023","0.3737","0.4296","0.4384","0.3737","76.24M","-12.86%"
"12/11/2023","0.4289","0.4260","0.4342","0.3949","78.10M","0.68%"
"11/11/2023","0.4260","0.4428","0.4525","0.4187","106.02M","-3.79%"
"10/11/2023","0.4428","0.3903","0.4428","0.3722","117.87M","13.44%"
"09/11/2023","0.3903","0.3714","0.4096","0.3404","124.19M","5.08%"
"08/11/2023","0.3714","0.3636","0.3806","0.3585","51.13M","2.15%"
"07/11/2023","0.3636","0.3904","0.3937","0.3483","91.61M","-6.86%"
"06/11/2023","0.3904","0.3648","0.4064","0.3572","93.90M","7.01%"
"05/11/2023","0.3648","0.3609","0.3738","0.3467","56.08M","1.09%"
"04/11/2023","0.3609","0.3563","0.3653","0.3507","41.84M","1.30%"
"03/11/2023","0.3563","0.3478","0.3676","0.3302","70.11M","2.44%"
"02/11/2023","0.3478","0.3852","0.3886","0.3415","71.14M","-9.70%"
"01/11/2023","0.3852","0.3635","0.3865","0.3392","92.35M","5.97%"
"31/10/2023","0.3635","0.3586","0.3783","0.3381","93.28M","1.36%"
"30/10/2023","0.3586","0.3657","0.3785","0.3565","75.63M","-1.94%"
"29/10/2023","0.3657","0.3518","0.3901","0.3478","116.83M","3.95%"
"28/10/2023","0.3518","0.3181","0.3643","0.3133","123.98M","10.59%"
"27/10/2023","0.3181","0.2963","0.3237","0.2862","118.73M","7.36%"
"26/10/2023","0.2963","0.3025","0.3106","0.2791","91.99M","-2.05%"
"25/10/2023","0.3025","0.2747","0.3184","0.2700","155.46M","10.12%"
"24/10/2023","0.2747","0.2516","0.2861","0.2467","169.81M","9.20%"
"23/10/2023","0.2516","0.2324","0.2516","0.2264","81.24M","8.25%"
"22/10/2023","0.2324","0.2271","0.2342","0.2215","47.41M","2.33%"
"21/10/2023","0.2271","0.2185","0.2333","0.2167","60.77M","3.94%"
"20/10/2023","0.2185","0.2038","0.2228","0.2034","71.45M","7.21%"
"19/10/2023","0.2038","0.2030","0.2065","0.1993","40.22M","0.37%"
"18/10/2023","0.2031","0.2060","0.2098","0.2024","23.02M","-1.42%"
"17/10/2023","0.2060","0.2139","0.2159","0.2036","29.35M","-3.70%"
"16/10/2023","0.2139","0.2119","0.2221","0.2108","36.54M","0.96%"
"15/10/2023","0.2119","0.2127","0.2149","0.2109","13.42M","-0.39%"
"14/10/2023","0.2127","0.2091","0.2169","0.2085","25.73M","1.74%"
"13/10/2023","0.2091","0.2026","0.2107","0.2021","19.98M","3.15%"
"12/10/2023","0.2027","0.2059","0.2065","0.1998","16.78M","-1.54%"
"11/10/2023","0.2059","0.2038","0.2066","0.2004","25.35M","1.02%"
"10/10/2023","0.2038","0.2076","0.2126","0.2012","23.10M","-1.82%"
"09/10/2023","0.2076","0.2187","0.2214","0.2035","34.09M","-5.11%"
"08/10/2023","0.2187","0.2207","0.2222","0.2168","13.81M","-0.88%"
"07/10/2023","0.2207","0.2253","0.2266","0.2199","13.36M","-1.94%"
"06/10/2023","0.2251","0.2154","0.2276","0.2154","23.72M","4.48%"
"05/10/2023","0.2154","0.2194","0.2212","0.2133","14.56M","-1.80%"
"04/10/2023","0.2194","0.2183","0.2229","0.2110","25.65M","0.50%"
"03/10/2023","0.2183","0.2221","0.2272","0.2161","31.05M","-1.71%"
"02/10/2023","0.2221","0.2347","0.2389","0.2210","39.02M","-5.38%"
"01/10/2023","0.2347","0.2227","0.2367","0.2225","37.23M","5.40%"
"30/09/2023","0.2227","0.2193","0.2237","0.2184","18.27M","1.55%"
"29/09/2023","0.2193","0.2182","0.2214","0.2153","22.81M","0.51%"
"28/09/2023","0.2182","0.2112","0.2195","0.2099","25.25M","3.33%"
"27/09/2023","0.2112","0.2139","0.2161","0.2096","22.10M","-1.36%"
"26/09/2023","0.2141","0.2162","0.2176","0.2113","16.71M","-0.99%"
"25/09/2023","0.2162","0.2153","0.2190","0.2129","19.21M","0.41%"
"24/09/2023","0.2153","0.2212","0.2216","0.2136","19.68M","-2.67%"
"23/09/2023","0.2212","0.2233","0.2249","0.2164","19.77M","-0.92%"
"22/09/2023","0.2233","0.2234","0.2238","0.2190","26.20M","-0.06%"
"21/09/2023","0.2234","0.2280","0.2372","0.2232","53.00M","-2.01%"
"20/09/2023","0.2280","0.2338","0.2363","0.2258","32.66M","-2.47%"
"19/09/2023","0.2338","0.2268","0.2356","0.2253","32.94M","3.07%"
"18/09/2023","0.2268","0.2256","0.2345","0.2233","36.58M","0.53%"
"17/09/2023","0.2256","0.2361","0.2363","0.2237","29.88M","-4.44%"
"16/09/2023","0.2361","0.2372","0.2410","0.2342","33.19M","-0.46%"
"15/09/2023","0.2372","0.2295","0.2378","0.2276","36.76M","3.35%"
"14/09/2023","0.2295","0.2236","0.2310","0.2232","37.31M","2.63%"
"13/09/2023","0.2236","0.2252","0.2299","0.2217","46.02M","-0.70%"
"12/09/2023","0.2252","0.2230","0.2367","0.2214","48.48M","0.98%"
"11/09/2023","0.2230","0.2310","0.2363","0.2180","56.46M","-3.46%"
"10/09/2023","0.2310","0.2351","0.2351","0.2213","48.84M","-1.75%"
"09/09/2023","0.2351","0.2386","0.2406","0.2336","26.80M","-1.46%"
"08/09/2023","0.2386","0.2491","0.2553","0.2371","56.99M","-4.23%"
"07/09/2023","0.2491","0.2567","0.2577","0.2408","42.71M","-2.95%"
"06/09/2023","0.2567","0.2501","0.2616","0.2458","81.52M","2.64%"
"05/09/2023","0.2501","0.2675","0.2713","0.2494","69.48M","-6.51%"
"04/09/2023","0.2675","0.2595","0.2694","0.2533","97.79M","3.09%"
"03/09/2023","0.2595","0.2517","0.2732","0.2475","153.98M","3.09%"
"02/09/2023","0.2517","0.2302","0.2535","0.2251","96.63M","9.34%"
"01/09/2023","0.2302","0.2294","0.2392","0.2228","83.57M","0.35%"
"31/08/2023","0.2294","0.2338","0.2543","0.2257","205.86M","-1.87%"
"30/08/2023","0.2338","0.2160","0.2348","0.2139","94.76M","8.24%"
"29/08/2023","0.2160","0.2069","0.2173","0.2021","51.20M","4.39%"
"28/08/2023","0.2069","0.2102","0.2120","0.2028","35.63M","-1.56%"
"27/08/2023","0.2102","0.2076","0.2144","0.2066","34.46M","1.24%"
"26/08/2023","0.2076","0.2177","0.2177","0.2060","31.45M","-4.64%"
"25/08/2023","0.2177","0.2091","0.2179","0.2001","78.59M","4.11%"
"24/08/2023","0.2091","0.2085","0.2167","0.2040","56.62M","0.29%"
"23/08/2023","0.2085","0.1962","0.2097","0.1953","44.44M","6.27%"
"22/08/2023","0.1962","0.2015","0.2044","0.1855","53.77M","-2.62%"
"21/08/2023","0.2015","0.2047","0.2084","0.1965","49.67M","-1.63%"
"20/08/2023","0.2048","0.2099","0.2127","0.2031","34.33M","-2.42%"
"19/08/2023","0.2099","0.1995","0.2197","0.1993","76.76M","5.23%"
"18/08/2023","0.1995","0.1881","0.2047","0.1827","95.53M","5.78%"
"17/08/2023","0.1886","0.1961","0.2012","0.1622","94.85M","-3.87%"
"16/08/2023","0.1961","0.2031","0.2054","0.1927","57.51M","-3.43%"
"15/08/2023","0.2031","0.2200","0.2220","0.1978","71.54M","-7.67%"
"14/08/2023","0.2200","0.2189","0.2339","0.2124","151.42M","0.49%"
"13/08/2023","0.2189","0.2005","0.2220","0.1996","70.81M","9.18%"
"12/08/2023","0.2005","0.2025","0.2034","0.1994","19.02M","-0.97%"
"11/08/2023","0.2025","0.2009","0.2041","0.1998","18.28M","0.71%"
"10/08/2023","0.2010","0.1990","0.2040","0.1963","33.29M","1.02%"
"09/08/2023","0.1990","0.2004","0.2035","0.1957","38.35M","-0.67%"
"08/08/2023","0.2004","0.1954","0.2017","0.1931","48.41M","2.52%"
"07/08/2023","0.1954","0.1971","0.2002","0.1908","41.27M","-0.83%"
"06/08/2023","0.1971","0.1943","0.2001","0.1938","34.41M","1.42%"
"05/08/2023","0.1943","0.1981","0.1982","0.1916","35.09M","-1.91%"
"04/08/2023","0.1981","0.2017","0.2036","0.1970","41.51M","-1.72%"
"03/08/2023","0.2016","0.2041","0.2061","0.2007","42.20M","-1.25%"
"02/08/2023","0.2041","0.2105","0.2147","0.2036","64.52M","-3.10%"
"01/08/2023","0.2106","0.2077","0.2108","0.2009","64.15M","1.47%"
"31/07/2023","0.2076","0.2099","0.2122","0.2064","36.63M","-1.09%"
"30/07/2023","0.2099","0.2147","0.2150","0.2037","36.26M","-2.27%"
"29/07/2023","0.2147","0.2158","0.2179","0.2139","30.05M","-0.50%"
"28/07/2023","0.2158","0.2146","0.2173","0.2126","33.72M","0.58%"
"27/07/2023","0.2146","0.2118","0.2180","0.2097","37.24M","1.32%"
"26/07/2023","0.2118","0.2099","0.2149","0.2047","39.52M","0.92%"
"25/07/2023","0.2099","0.2123","0.2136","0.2078","34.45M","-1.16%"
"24/07/2023","0.2123","0.2237","0.2263","0.2086","56.83M","-5.09%"
"23/07/2023","0.2237","0.2196","0.2257","0.2177","33.93M","1.77%"
"22/07/2023","0.2198","0.2250","0.2274","0.2174","35.18M","-2.32%"
"21/07/2023","0.2250","0.2226","0.2265","0.2203","33.78M","1.21%"
"20/07/2023","0.2223","0.2249","0.2316","0.2193","47.32M","-1.10%"
"19/07/2023","0.2248","0.2255","0.2307","0.2236","48.33M","-0.26%"
"18/07/2023","0.2254","0.2362","0.2389","0.2211","46.88M","-4.56%"
"17/07/2023","0.2362","0.2358","0.2462","0.2286","65.07M","0.17%"
"16/07/2023","0.2358","0.2412","0.2483","0.2342","60.61M","-2.30%"
"15/07/2023","0.2413","0.2373","0.2463","0.2309","59.32M","1.65%"
"14/07/2023","0.2374","0.2331","0.2552","0.2277","109.09M","1.83%"
"13/07/2023","0.2331","0.2195","0.2372","0.2157","102.96M","6.20%"
"12/07/2023","0.2195","0.2137","0.2213","0.2107","63.79M","2.71%"
"11/07/2023","0.2137","0.2152","0.2189","0.2115","37.55M","-0.66%"
"10/07/2023","0.2151","0.2170","0.2188","0.2087","48.73M","-0.88%"
"09/07/2023","0.2170","0.2193","0.2209","0.2161","31.56M","-0.99%"
"08/07/2023","0.2192","0.2233","0.2258","0.2151","38.65M","-1.80%"
"07/07/2023","0.2233","0.2132","0.2239","0.2115","49.16M","4.74%"
"06/07/2023","0.2131","0.2264","0.2362","0.2130","61.18M","-5.85%"
"05/07/2023","0.2264","0.2386","0.2428","0.2229","52.10M","-5.01%"
"04/07/2023","0.2384","0.2451","0.2493","0.2348","67.90M","-2.75%"
"03/07/2023","0.2451","0.2357","0.2491","0.2357","62.66M","4.00%"
"02/07/2023","0.2357","0.2366","0.2383","0.2273","58.39M","-0.33%"
"01/07/2023","0.2365","0.2272","0.2409","0.2224","78.80M","4.05%"
"30/06/2023","0.2272","0.2181","0.2313","0.2078","98.41M","4.19%"
"29/06/2023","0.2181","0.2140","0.2249","0.2140","43.81M","1.90%"
"28/06/2023","0.2140","0.2341","0.2342","0.2091","68.53M","-8.56%"
"27/06/2023","0.2341","0.2199","0.2374","0.2192","86.50M","6.46%"
"26/06/2023","0.2199","0.2276","0.2332","0.2159","63.72M","-3.35%"
"25/06/2023","0.2275","0.2298","0.2397","0.2254","49.28M","-1.00%"
"24/06/2023","0.2298","0.2381","0.2403","0.2225","57.16M","-3.47%"
"23/06/2023","0.2381","0.2287","0.2487","0.2287","89.17M","4.10%"
"22/06/2023","0.2287","0.2227","0.2534","0.2220","148.24M","2.70%"
"21/06/2023","0.2227","0.1996","0.2287","0.1988","113.58M","11.50%"
"20/06/2023","0.1997","0.1896","0.1997","0.1821","62.67M","5.36%"
"19/06/2023","0.1896","0.1831","0.1931","0.1814","58.23M","3.61%"
"18/06/2023","0.1830","0.1975","0.1976","0.1823","58.23M","-7.42%"
"17/06/2023","0.1976","0.1905","0.2003","0.1890","48.27M","3.75%"
"16/06/2023","0.1905","0.1822","0.1954","0.1804","70.79M","4.57%"
"15/06/2023","0.1821","0.1799","0.1883","0.1730","59.17M","1.32%"
"14/06/2023","0.1798","0.1895","0.1929","0.1767","55.06M","-5.18%"
"13/06/2023","0.1896","0.1851","0.1943","0.1830","76.58M","2.40%"
"12/06/2023","0.1852","0.1829","0.1896","0.1765","60.69M","1.15%"
"11/06/2023","0.1830","0.1880","0.1896","0.1792","61.16M","-2.62%"
"10/06/2023","0.1880","0.2191","0.2197","0.1745","111.39M","-14.19%"
"09/06/2023","0.2191","0.2276","0.2300","0.2159","44.19M","-3.78%"
"08/06/2023","0.2277","0.2287","0.2321","0.2221","42.08M","-0.44%"
"07/06/2023","0.2287","0.2457","0.2469","0.2258","63.81M","-6.93%"
"06/06/2023","0.2457","0.2413","0.2517","0.2333","53.88M","1.79%"
"05/06/2023","0.2413","0.2709","0.2719","0.2268","83.65M","-10.87%"
"04/06/2023","0.2708","0.2685","0.2795","0.2650","39.06M","0.84%"
"03/06/2023","0.2685","0.2731","0.2751","0.2658","35.88M","-1.68%"
"02/06/2023","0.2731","0.2626","0.2794","0.2579","67.14M","4.09%"
"01/06/2023","0.2624","0.2639","0.2692","0.2531","66.89M","-0.56%"
"31/05/2023","0.2639","0.2765","0.2894","0.2586","85.84M","-4.59%"
"30/05/2023","0.2765","0.2609","0.2840","0.2566","97.91M","5.97%"
"29/05/2023","0.2610","0.2681","0.2705","0.2563","56.69M","-2.67%"
"28/05/2023","0.2681","0.2552","0.2723","0.2533","95.67M","5.15%"
"27/05/2023","0.2550","0.2451","0.2632","0.2417","103.48M","4.03%"
"26/05/2023","0.2451","0.2371","0.2499","0.2315","92.04M","3.38%"
"25/05/2023","0.2371","0.2316","0.2464","0.2234","110.78M","2.41%"
"24/05/2023","0.2315","0.2451","0.2453","0.2224","74.73M","-5.52%"
"23/05/2023","0.2451","0.2394","0.2485","0.2369","56.38M","2.37%"
"22/05/2023","0.2394","0.2430","0.2450","0.2345","58.52M","-1.47%"
"21/05/2023","0.2430","0.2587","0.2588","0.2416","66.99M","-6.08%"
"20/05/2023","0.2587","0.2650","0.2666","0.2544","82.56M","-2.37%"
"19/05/2023","0.2650","0.2469","0.2839","0.2421","187.57M","7.37%"
"18/05/2023","0.2468","0.2569","0.2583","0.2417","51.58M","-3.84%"
"17/05/2023","0.2567","0.2446","0.2602","0.2366","58.55M","4.93%"
"16/05/2023","0.2446","0.2465","0.2489","0.2392","49.36M","-0.78%"
"15/05/2023","0.2465","0.2414","0.2531","0.2351","55.39M","2.15%"
"14/05/2023","0.2413","0.2380","0.2474","0.2328","36.56M","1.43%"
"13/05/2023","0.2379","0.2453","0.2460","0.2368","39.71M","-3.01%"
"12/05/2023","0.2453","0.2414","0.2462","0.2290","65.04M","1.64%"
"11/05/2023","0.2414","0.2626","0.2628","0.2333","63.86M","-8.08%"
"10/05/2023","0.2626","0.2632","0.2729","0.2476","85.92M","-0.32%"
"09/05/2023","0.2634","0.2597","0.2648","0.2475","62.88M","1.43%"
"08/05/2023","0.2597","0.2896","0.2927","0.2448","77.16M","-10.32%"
"07/05/2023","0.2896","0.2879","0.2982","0.2869","37.88M","0.58%"
"06/05/2023","0.2879","0.3104","0.3136","0.2780","65.18M","-7.24%"
"05/05/2023","0.3104","0.3100","0.3135","0.2997","42.76M","0.05%"
"04/05/2023","0.3102","0.3250","0.3258","0.3071","35.80M","-4.56%"
"03/05/2023","0.3250","0.3188","0.3285","0.2990","62.79M","1.94%"
"02/05/2023","0.3189","0.3183","0.3209","0.3115","34.49M","0.16%"
"01/05/2023","0.3183","0.3278","0.3303","0.3134","46.78M","-2.83%"
"30/04/2023","0.3276","0.3410","0.3410","0.3272","39.28M","-3.91%"
"29/04/2023","0.3410","0.3329","0.3447","0.3316","38.37M","2.41%"
"28/04/2023","0.3329","0.3440","0.3473","0.3302","43.69M","-3.21%"
"27/04/2023","0.3440","0.3341","0.3476","0.3303","65.88M","2.95%"
"26/04/2023","0.3341","0.3449","0.3631","0.3143","99.25M","-3.11%"
"25/04/2023","0.3448","0.3318","0.3474","0.3190","52.11M","3.92%"
"24/04/2023","0.3318","0.3354","0.3444","0.3259","45.10M","-1.04%"
"23/04/2023","0.3353","0.3481","0.3481","0.3246","45.77M","-3.65%"
"22/04/2023","0.3481","0.3333","0.3481","0.3298","38.49M","4.28%"
"21/04/2023","0.3338","0.3640","0.3668","0.3301","76.92M","-8.31%"
"20/04/2023","0.3640","0.3731","0.3809","0.3516","86.42M","-2.43%"
"19/04/2023","0.3731","0.4245","0.4279","0.3652","105.75M","-12.03%"
"18/04/2023","0.4241","0.4270","0.4433","0.4130","101.44M","-0.67%"
"17/04/2023","0.4270","0.4051","0.4478","0.3921","164.42M","5.38%"
"16/04/2023","0.4052","0.4071","0.4120","0.3952","82.34M","-0.50%"
"15/04/2023","0.4072","0.4050","0.4248","0.3919","142.96M","0.55%"
"14/04/2023","0.4050","0.3611","0.4136","0.3604","202.40M","12.13%"
"13/04/2023","0.3612","0.3416","0.3642","0.3379","75.36M","5.72%"
"12/04/2023","0.3416","0.3523","0.3538","0.3334","65.76M","-3.03%"
"11/04/2023","0.3523","0.3555","0.3640","0.3506","68.51M","-0.91%"
"10/04/2023","0.3555","0.3440","0.3575","0.3366","60.89M","3.34%"
"09/04/2023","0.3440","0.3395","0.3515","0.3271","43.76M","1.34%"
"08/04/2023","0.3395","0.3450","0.3484","0.3361","31.51M","-1.63%"
"07/04/2023","0.3451","0.3525","0.3535","0.3420","36.72M","-2.11%"
"06/04/2023","0.3525","0.3639","0.3644","0.3489","38.43M","-3.13%"
"05/04/2023","0.3639","0.3608","0.3752","0.3530","58.23M","0.86%"
"04/04/2023","0.3608","0.3513","0.3626","0.3453","54.40M","2.69%"
"03/04/2023","0.3513","0.3493","0.3602","0.3374","56.11M","0.61%"
"02/04/2023","0.3492","0.3632","0.3642","0.3434","31.70M","-3.90%"
"01/04/2023","0.3634","0.3666","0.3763","0.3595","33.16M","-0.89%"
"31/03/2023","0.3666","0.3652","0.3706","0.3555","43.89M","0.39%"
"30/03/2023","0.3652","0.3849","0.3899","0.3557","59.11M","-5.13%"
"29/03/2023","0.3850","0.3558","0.3901","0.3542","104.78M","8.18%"
"28/03/2023","0.3558","0.3460","0.3591","0.3336","56.57M","2.80%"
"27/03/2023","0.3461","0.3727","0.3742","0.3338","50.78M","-7.11%"
"26/03/2023","0.3726","0.3640","0.3782","0.3611","34.08M","2.38%"
"25/03/2023","0.3640","0.3678","0.3778","0.3580","34.60M","-1.04%"
"24/03/2023","0.3678","0.3869","0.3882","0.3596","49.34M","-4.93%"
"23/03/2023","0.3868","0.3794","0.3925","0.3736","62.70M","2.01%"
"22/03/2023","0.3792","0.3956","0.4032","0.3603","89.68M","-4.30%"
"21/03/2023","0.3963","0.3922","0.4147","0.3800","57.89M","1.04%"
"20/03/2023","0.3922","0.4197","0.4222","0.3844","87.13M","-6.41%"
"19/03/2023","0.4190","0.4170","0.4347","0.4123","71.91M","0.50%"
"18/03/2023","0.4170","0.4506","0.4608","0.4133","106.08M","-7.47%"
"17/03/2023","0.4507","0.4215","0.4507","0.4103","117.20M","6.92%"
"16/03/2023","0.4215","0.4093","0.4373","0.3969","127.56M","2.98%"
"15/03/2023","0.4093","0.4507","0.4800","0.3799","218.19M","-9.17%"
"14/03/2023","0.4506","0.3887","0.4820","0.3745","223.71M","16.04%"
"13/03/2023","0.3883","0.3796","0.3978","0.3541","144.81M","1.79%"
"12/03/2023","0.3815","0.3153","0.3854","0.3086","91.99M","21.01%"
"11/03/2023","0.3153","0.3339","0.3408","0.3028","77.12M","-5.59%"
"10/03/2023","0.3339","0.3198","0.3375","0.2963","128.89M","4.29%"
"09/03/2023","0.3202","0.3470","0.3720","0.3148","116.31M","-7.72%"
"08/03/2023","0.3470","0.4005","0.4050","0.3402","80.70M","-13.36%"
"07/03/2023","0.4005","0.4200","0.4265","0.3868","74.83M","-4.71%"
"06/03/2023","0.4203","0.4316","0.4316","0.4120","54.06M","-2.61%"
"05/03/2023","0.4316","0.4297","0.4447","0.4244","67.88M","0.64%"
"04/03/2023","0.4288","0.4401","0.4443","0.4093","90.06M","-2.55%"
"03/03/2023","0.4401","0.4682","0.4697","0.4021","123.77M","-6.17%"
"02/03/2023","0.4690","0.4844","0.4871","0.4495","100.38M","-3.16%"
"01/03/2023","0.4843","0.4393","0.4929","0.4393","158.29M","10.25%"
"28/02/2023","0.4393","0.4345","0.4905","0.4325","195.32M","1.11%"
"27/02/2023","0.4345","0.4336","0.4501","0.4215","69.73M","0.00%"
"26/02/2023","0.4344","0.4270","0.4366","0.4174","57.63M","1.71%"
"25/02/2023","0.4271","0.4762","0.4806","0.4054","121.41M","-10.31%"
"24/02/2023","0.4762","0.4364","0.4796","0.4327","175.47M","9.14%"
"23/02/2023","0.4363","0.4383","0.4707","0.4267","101.35M","-0.43%"
"22/02/2023","0.4382","0.4345","0.4416","0.4044","113.40M","0.87%"
"21/02/2023","0.4345","0.4172","0.4994","0.4163","268.35M","4.09%"
"20/02/2023","0.4174","0.4151","0.4300","0.4093","54.19M","0.54%"
"19/02/2023","0.4151","0.4323","0.4425","0.4105","51.31M","-3.97%"
"18/02/2023","0.4323","0.4430","0.4548","0.4299","45.65M","-2.42%"
"17/02/2023","0.4430","0.4134","0.4478","0.4121","74.88M","7.15%"
"16/02/2023","0.4135","0.4737","0.4830","0.4120","128.20M","-12.71%"
"15/02/2023","0.4736","0.4528","0.4790","0.4149","141.87M","4.61%"
"14/02/2023","0.4528","0.3854","0.4613","0.3781","174.16M","17.47%"
"13/02/2023","0.3854","0.3978","0.4081","0.3663","84.16M","-3.10%"
"12/02/2023","0.3978","0.4170","0.4243","0.3946","68.45M","-4.60%"
"11/02/2023","0.4170","0.4218","0.4283","0.3991","77.90M","-1.16%"
"10/02/2023","0.4218","0.3889","0.4501","0.3797","224.04M","8.46%"
"09/02/2023","0.3889","0.4769","0.4961","0.3679","232.40M","-18.45%"
"08/02/2023","0.4769","0.5410","0.6009","0.4457","307.14M","-11.85%"
"07/02/2023","0.5410","0.4329","0.5752","0.4329","330.02M","24.97%"
"06/02/2023","0.4329","0.4503","0.4721","0.4067","240.43M","-3.86%"
"05/02/2023","0.4503","0.3313","0.4574","0.3271","340.77M","35.90%"
"04/02/2023","0.3313","0.3300","0.3497","0.3147","145.86M","0.41%"
"03/02/2023","0.3300","0.2742","0.3369","0.2679","186.97M","20.15%"
"02/02/2023","0.2746","0.2886","0.2988","0.2723","93.40M","-4.83%"
"01/02/2023","0.2886","0.2754","0.2995","0.2580","90.55M","4.76%"
"31/01/2023","0.2755","0.2659","0.2825","0.2590","66.89M","3.59%"
"30/01/2023","0.2659","0.2890","0.2890","0.2592","54.08M","-7.98%"
"29/01/2023","0.2890","0.2941","0.2966","0.2835","50.20M","-1.74%"
"28/01/2023","0.2941","0.2807","0.3111","0.2800","105.08M","4.78%"
"27/01/2023","0.2807","0.2636","0.2973","0.2565","97.95M","6.49%"
"26/01/2023","0.2636","0.2701","0.2798","0.2602","52.63M","-2.42%"
"25/01/2023","0.2701","0.2660","0.2794","0.2528","69.46M","1.77%"
"24/01/2023","0.2654","0.2849","0.2934","0.2585","69.34M","-6.84%"
"23/01/2023","0.2849","0.2654","0.3055","0.2641","159.50M","7.33%"
"22/01/2023","0.2654","0.2686","0.2836","0.2570","84.27M","-1.18%"
"21/01/2023","0.2686","0.2830","0.3068","0.2675","127.14M","-5.10%"
"20/01/2023","0.2830","0.2720","0.2940","0.2590","107.59M","3.98%"
"19/01/2023","0.2722","0.2496","0.2744","0.2444","108.62M","9.07%"
"18/01/2023","0.2496","0.2796","0.2975","0.2379","212.17M","-10.74%"
"17/01/2023","0.2796","0.2297","0.2827","0.2248","239.68M","21.69%"
"16/01/2023","0.2297","0.2276","0.2488","0.2181","91.09M","0.92%"
