"Date","Price","Open","High","Low","Vol.","Change %"
"15/01/2023","0.2276","0.2384","0.2475","0.2121","112.74M","-4.39%"
"14/01/2023","0.2381","0.2396","0.2651","0.2250","169.96M","-0.61%"
"13/01/2023","0.2396","0.2024","0.2536","0.2018","245.39M","18.33%"
"12/01/2023","0.2024","0.1806","0.2174","0.1790","192.45M","12.14%"
"11/01/2023","0.1805","0.1891","0.2058","0.1734","213.03M","-4.55%"
"10/01/2023","0.1891","0.1530","0.1967","0.1463","238.93M","23.66%"
"09/01/2023","0.1530","0.1399","0.1716","0.1389","165.24M","9.31%"
"08/01/2023","0.1399","0.1577","0.1687","0.1388","190.99M","-11.25%"
"07/01/2023","0.1577","0.1242","0.1683","0.1238","210.99M","26.98%"
"06/01/2023","0.1242","0.1068","0.1338","0.1065","166.95M","16.21%"
"05/01/2023","0.1068","0.1127","0.1134","0.1059","57.74M","-5.24%"
"04/01/2023","0.1127","0.1025","0.1169","0.1014","110.93M","9.95%"
"03/01/2023","0.1025","0.0965","0.1039","0.0962","80.53M","6.31%"
"02/01/2023","0.0965","0.0914","0.1008","0.0903","60.57M","5.55%"
"01/01/2023","0.0914","0.0916","0.0945","0.0901","28.35M","-0.18%"
"31/12/2022","0.0916","0.0936","0.0955","0.0911","26.34M","-2.10%"
"30/12/2022","0.0935","0.0925","0.0952","0.0892","39.49M","1.18%"
"29/12/2022","0.0924","0.0959","0.0989","0.0901","44.48M","-3.58%"
"28/12/2022","0.0959","0.0980","0.1042","0.0935","68.92M","-2.12%"
"27/12/2022","0.0979","0.0990","0.1019","0.0958","61.57M","-1.02%"
"26/12/2022","0.0989","0.0951","0.1054","0.0938","87.73M","4.04%"
"25/12/2022","0.0951","0.0931","0.0983","0.0916","54.19M","2.09%"
"24/12/2022","0.0932","0.0902","0.0952","0.0894","37.79M","3.29%"
"23/12/2022","0.0902","0.0945","0.0963","0.0896","45.49M","-4.58%"
"22/12/2022","0.0945","0.0933","0.1005","0.0882","100.31M","1.33%"
"21/12/2022","0.0933","0.0855","0.0962","0.0812","103.17M","9.08%"
"20/12/2022","0.0855","0.0843","0.0908","0.0842","39.45M","1.38%"
"19/12/2022","0.0843","0.0877","0.0910","0.0832","54.81M","-3.89%"
"18/12/2022","0.0878","0.0895","0.0928","0.0859","54.95M","-1.94%"
"17/12/2022","0.0895","0.0907","0.0939","0.0858","56.68M","-1.38%"
"16/12/2022","0.0907","0.1017","0.1066","0.0898","100.34M","-10.79%"
"15/12/2022","0.1017","0.0997","0.1049","0.0953","84.99M","2.04%"
"14/12/2022","0.0997","0.0910","0.1129","0.0903","160.07M","9.89%"
"13/12/2022","0.0907","0.0952","0.0986","0.0887","75.96M","-4.83%"
"12/12/2022","0.0953","0.1039","0.1088","0.0939","98.35M","-8.24%"
"11/12/2022","0.1039","0.0930","0.1128","0.0924","161.53M","11.72%"
"10/12/2022","0.0930","0.1202","0.1278","0.0928","200.30M","-22.62%"
"09/12/2022","0.1202","0.0888","0.1303","0.0888","533.55M","35.36%"
"08/12/2022","0.0888","0.0830","0.0989","0.0739","302.03M","6.99%"
"07/12/2022","0.0830","0.0700","0.0838","0.0658","159.36M","18.55%"
"06/12/2022","0.0700","0.0685","0.0794","0.0675","133.07M","2.15%"
"05/12/2022","0.0685","0.0635","0.0736","0.0633","196.72M","7.85%"
"04/12/2022","0.0635","0.0636","0.0650","0.0628","38.94M","0.00%"
"03/12/2022","0.0636","0.0642","0.0665","0.0625","34.92M","-1.19%"
"02/12/2022","0.0643","0.0641","0.0657","0.0626","39.10M","0.68%"
"01/12/2022","0.0639","0.0641","0.0684","0.0626","37.22M","-0.66%"
"30/11/2022","0.0643","0.0623","0.0663","0.0619","48.15M","3.37%"
"29/11/2022","0.0622","0.0613","0.0639","0.0609","50.73M","1.24%"
"28/11/2022","0.0615","0.0627","0.0654","0.0595","52.26M","-1.94%"
"27/11/2022","0.0627","0.0615","0.0657","0.0611","61.42M","1.89%"
"26/11/2022","0.0615","0.0621","0.0644","0.0610","48.80M","-0.91%"
"25/11/2022","0.0621","0.0634","0.0651","0.0599","60.60M","-2.14%"
"24/11/2022","0.0634","0.0641","0.0696","0.0607","95.57M","-0.97%"
"23/11/2022","0.0641","0.0574","0.0747","0.0568","176.47M","11.66%"
"22/11/2022","0.0574","0.0552","0.0588","0.0542","29.95M","3.83%"
"21/11/2022","0.0552","0.0583","0.0592","0.0550","47.88M","-5.27%"
"20/11/2022","0.0583","0.0603","0.0639","0.0575","45.58M","-3.31%"
"19/11/2022","0.0603","0.0616","0.0669","0.0601","29.04M","1.18%"
"18/11/2022","0.0596","0.0605","0.0649","0.0594","37.30M","-3.61%"
"17/11/2022","0.0618","0.0610","0.0633","0.0603","32.72M","2.43%"
"16/11/2022","0.0604","0.0631","0.0664","0.0595","33.11M","-4.12%"
"15/11/2022","0.0630","0.0633","0.0670","0.0616","36.03M","-0.29%"
"14/11/2022","0.0632","0.0601","0.0656","0.0569","43.39M","5.09%"
"13/11/2022","0.0601","0.0616","0.0670","0.0588","40.55M","-2.49%"
"12/11/2022","0.0616","0.0649","0.0673","0.0613","32.76M","-4.97%"
"11/11/2022","0.0649","0.0688","0.0697","0.0620","44.35M","-5.76%"
"10/11/2022","0.0688","0.0600","0.0705","0.0589","52.05M","14.66%"
"09/11/2022","0.0600","0.0771","0.0774","0.0578","64.19M","-22.10%"
"08/11/2022","0.0771","0.0879","0.0891","0.0717","52.08M","-12.37%"
"07/11/2022","0.0879","0.0886","0.0914","0.0860","32.20M","-0.81%"
"06/11/2022","0.0886","0.0887","0.1002","0.0879","57.85M","-0.06%"
"05/11/2022","0.0887","0.0904","0.0940","0.0883","33.25M","-1.88%"
"04/11/2022","0.0904","0.0871","0.0925","0.0864","51.65M","3.86%"
"03/11/2022","0.0870","0.0807","0.0904","0.0800","62.50M","7.85%"
"02/11/2022","0.0807","0.0826","0.0833","0.0791","38.31M","-2.30%"
"01/11/2022","0.0826","0.0850","0.0856","0.0818","31.82M","-2.81%"
"31/10/2022","0.0850","0.0840","0.0865","0.0834","38.02M","1.15%"
"30/10/2022","0.0840","0.0841","0.0865","0.0831","34.58M","-0.06%"
"29/10/2022","0.0841","0.0821","0.0876","0.0820","39.82M","2.34%"
"28/10/2022","0.0822","0.0810","0.0834","0.0804","29.03M","1.43%"
"27/10/2022","0.0810","0.0817","0.0839","0.0808","26.23M","-0.82%"
"26/10/2022","0.0817","0.0817","0.0836","0.0813","32.11M","0.00%"
"25/10/2022","0.0817","0.0803","0.0826","0.0794","34.45M","1.77%"
"24/10/2022","0.0803","0.0814","0.0817","0.0796","31.93M","-1.39%"
"23/10/2022","0.0814","0.0813","0.0828","0.0800","29.73M","0.19%"
"22/10/2022","0.0812","0.0804","0.0828","0.0803","32.99M","1.04%"
"21/10/2022","0.0804","0.0808","0.0821","0.0776","34.30M","-0.45%"
"20/10/2022","0.0808","0.0821","0.0835","0.0793","28.94M","-1.60%"
"19/10/2022","0.0821","0.0851","0.0857","0.0817","31.37M","-3.56%"
"18/10/2022","0.0851","0.0871","0.0903","0.0843","44.19M","-2.42%"
"17/10/2022","0.0872","0.0855","0.0895","0.0830","53.11M","2.02%"
"16/10/2022","0.0855","0.0821","0.0938","0.0813","74.20M","4.16%"
"15/10/2022","0.0821","0.0810","0.0867","0.0808","39.25M","1.38%"
"14/10/2022","0.0810","0.0827","0.0875","0.0795","52.96M","-2.44%"
"13/10/2022","0.0830","0.0799","0.0861","0.0735","74.86M","3.91%"
"12/10/2022","0.0799","0.0801","0.0825","0.0793","41.13M","0.00%"
"11/10/2022","0.0799","0.0801","0.0834","0.0792","38.14M","-0.27%"
"10/10/2022","0.0801","0.0828","0.0842","0.0800","43.99M","-3.28%"
"09/10/2022","0.0828","0.0814","0.0836","0.0803","67.42M","1.87%"
"08/10/2022","0.0813","0.0801","0.0870","0.0797","64.14M","1.37%"
"07/10/2022","0.0802","0.0818","0.0823","0.0793","28.38M","-0.57%"
"06/10/2022","0.0807","0.0814","0.0828","0.0803","29.37M","-0.87%"
"05/10/2022","0.0814","0.0823","0.0842","0.0800","27.54M","-1.19%"
"04/10/2022","0.0823","0.0807","0.0840","0.0803","29.43M","1.98%"
"03/10/2022","0.0807","0.0788","0.0826","0.0782","34.40M","2.42%"
"02/10/2022","0.0788","0.0810","0.0838","0.0780","33.35M","-2.64%"
"01/10/2022","0.0810","0.0826","0.0856","0.0809","30.45M","-1.94%"
"30/09/2022","0.0826","0.0828","0.0839","0.0813","33.92M","-0.34%"
"29/09/2022","0.0829","0.0848","0.0857","0.0808","44.93M","-2.34%"
"28/09/2022","0.0848","0.0814","0.0900","0.0791","72.52M","4.16%"
"27/09/2022","0.0814","0.0814","0.1153","0.0799","36.59M","0.11%"
"26/09/2022","0.0814","0.0803","0.0886","0.0794","33.72M","1.37%"
"25/09/2022","0.0803","0.0823","0.0841","0.0801","34.22M","-2.52%"
"24/09/2022","0.0823","0.0853","0.0901","0.0822","36.99M","-3.42%"
"23/09/2022","0.0852","0.0827","0.2800","0.0819","38.03M","3.02%"
"22/09/2022","0.0827","0.0807","0.0856","0.0793","30.54M","3.99%"
"21/09/2022","0.0796","0.0825","0.0868","0.0780","49.50M","-3.56%"
"20/09/2022","0.0825","0.0826","0.0869","0.0810","33.19M","-0.10%"
"19/09/2022","0.0826","0.0809","0.0868","0.0798","39.39M","2.14%"
"18/09/2022","0.0809","0.0886","0.0888","0.0805","38.41M","-8.74%"
"17/09/2022","0.0886","0.0865","0.0899","0.0864","30.13M","2.43%"
"16/09/2022","0.0865","0.0917","0.0921","0.0856","59.60M","-5.66%"
"15/09/2022","0.0917","0.0914","0.0989","0.0871","72.40M","0.37%"
"14/09/2022","0.0914","0.0850","0.0977","0.0833","68.18M","7.43%"
"13/09/2022","0.0850","0.0906","0.0914","0.0832","38.98M","-5.36%"
"12/09/2022","0.0899","0.0945","0.0983","0.0884","44.93M","-4.72%"
"11/09/2022","0.0943","0.0980","0.1009","0.0912","34.41M","-4.34%"
"10/09/2022","0.0986","0.0937","0.1030","0.0919","51.16M","5.22%"
"09/09/2022","0.0937","0.0928","0.0965","0.0898","45.47M","0.74%"
"08/09/2022","0.0930","0.0972","0.0995","0.0893","77.97M","-4.29%"
"07/09/2022","0.0972","0.0770","0.1033","0.0758","275.34M","26.23%"
"06/09/2022","0.0770","0.0819","0.0840","0.0759","42.13M","-5.91%"
"05/09/2022","0.0818","0.0828","0.0834","0.0795","32.86M","-1.20%"
"04/09/2022","0.0828","0.0824","0.0830","0.0802","34.04M","0.54%"
"03/09/2022","0.0824","0.0807","0.0845","0.0799","32.70M","2.16%"
"02/09/2022","0.0806","0.0818","0.0854","0.0802","41.84M","-1.44%"
"01/09/2022","0.0818","0.0811","0.0822","0.0792","37.65M","0.87%"
"31/08/2022","0.0811","0.0801","0.0839","0.0801","35.64M","1.29%"
"30/08/2022","0.0801","0.0843","0.0854","0.0786","32.85M","-5.04%"
"29/08/2022","0.0843","0.0777","0.0846","0.0775","32.02M","8.49%"
"28/08/2022","0.0777","0.0850","0.0851","0.0775","38.11M","-8.53%"
"27/08/2022","0.0850","0.0856","0.0863","0.0834","33.37M","-0.74%"
"26/08/2022","0.0856","0.0911","0.0911","0.0842","38.93M","-6.07%"
"25/08/2022","0.0911","0.0907","0.0929","0.0899","30.53M","0.41%"
"24/08/2022","0.0908","0.0918","0.0935","0.0892","28.44M","-1.06%"
"23/08/2022","0.0917","0.0894","0.0960","0.0878","52.43M","2.55%"
"22/08/2022","0.0894","0.0888","0.0895","0.0847","40.20M","0.72%"
"21/08/2022","0.0888","0.0853","0.0951","0.0850","47.95M","4.19%"
"20/08/2022","0.0852","0.0842","0.0883","0.0823","41.26M","1.49%"
"19/08/2022","0.0840","0.0944","0.0944","0.0832","48.33M","-11.04%"
"18/08/2022","0.0944","0.1020","0.1027","0.0940","44.80M","-7.42%"
"17/08/2022","0.1020","0.1075","0.1128","0.0987","57.30M","-5.12%"
"16/08/2022","0.1075","0.1003","0.1177","0.1002","166.29M","7.14%"
"15/08/2022","0.1003","0.0994","0.1049","0.0954","48.52M","0.95%"
"14/08/2022","0.0994","0.1005","0.1050","0.0966","45.89M","-1.08%"
"13/08/2022","0.1005","0.1036","0.1053","0.1002","42.63M","-3.06%"
"12/08/2022","0.1036","0.0968","0.1042","0.0952","43.50M","7.10%"
"11/08/2022","0.0968","0.0997","0.1030","0.0963","47.01M","-2.94%"
"10/08/2022","0.0997","0.0957","0.0998","0.0923","51.83M","4.19%"
"09/08/2022","0.0957","0.1019","0.1028","0.0937","46.32M","-6.05%"
"08/08/2022","0.1019","0.1042","0.1052","0.1011","58.58M","-2.25%"
"07/08/2022","0.1042","0.1017","0.1051","0.1000","47.35M","2.44%"
"06/08/2022","0.1017","0.1008","0.1039","0.1000","38.75M","0.92%"
"05/08/2022","0.1008","0.0963","0.1013","0.0963","49.67M","4.66%"
"04/08/2022","0.0963","0.0956","0.1050","0.0928","95.20M","0.72%"
"03/08/2022","0.0956","0.0925","0.0979","0.0906","48.61M","3.32%"
"02/08/2022","0.0925","0.0947","0.0971","0.0912","54.77M","-2.24%"
"01/08/2022","0.0947","0.0957","0.1047","0.0905","71.81M","-1.05%"
"31/07/2022","0.0957","0.0872","0.1048","0.0870","108.32M","9.72%"
"30/07/2022","0.0872","0.0859","0.0941","0.0859","63.03M","1.47%"
"29/07/2022","0.0859","0.0870","0.0900","0.0837","63.45M","-1.21%"
"28/07/2022","0.0870","0.0811","0.0915","0.0798","61.98M","7.40%"
"27/07/2022","0.0810","0.0769","0.0816","0.0754","50.11M","5.46%"
"26/07/2022","0.0768","0.0772","0.0813","0.0747","35.79M","-0.59%"
"25/07/2022","0.0772","0.0862","0.0862","0.0772","37.87M","-10.38%"
"24/07/2022","0.0862","0.0839","0.0878","0.0826","35.12M","2.71%"
"23/07/2022","0.0839","0.0823","0.0861","0.0811","34.27M","2.00%"
"22/07/2022","0.0823","0.0853","0.0886","0.0818","41.02M","-3.58%"
"21/07/2022","0.0853","0.0835","0.0866","0.0802","46.53M","2.17%"
"20/07/2022","0.0835","0.0875","0.0932","0.0830","87.46M","-4.59%"
"19/07/2022","0.0875","0.0845","0.0908","0.0831","76.68M","3.51%"
"18/07/2022","0.0846","0.0794","0.0859","0.0794","55.05M","6.49%"
"17/07/2022","0.0794","0.0812","0.0840","0.0787","42.27M","-2.18%"
"16/07/2022","0.0812","0.0767","0.0824","0.0761","80.13M","5.82%"
"15/07/2022","0.0767","0.0768","0.0798","0.0752","54.65M","-0.13%"
"14/07/2022","0.0768","0.0742","0.0801","0.0737","68.53M","3.58%"
"13/07/2022","0.0742","0.0685","0.0743","0.0668","51.80M","8.22%"
"12/07/2022","0.0685","0.0719","0.0747","0.0682","50.78M","-4.74%"
"11/07/2022","0.0719","0.0770","0.0772","0.0717","40.55M","-6.55%"
"10/07/2022","0.0770","0.0817","0.0819","0.0765","52.49M","-5.84%"
"09/07/2022","0.0817","0.0789","0.0835","0.0788","41.81M","3.66%"
"08/07/2022","0.0789","0.0813","0.0832","0.0763","53.19M","-2.99%"
"07/07/2022","0.0813","0.0756","0.0826","0.0750","66.07M","7.36%"
"06/07/2022","0.0757","0.0761","0.0777","0.0731","52.15M","-0.46%"
"05/07/2022","0.0761","0.0770","0.0786","0.0718","44.17M","-1.21%"
"04/07/2022","0.0770","0.0741","0.0775","0.0724","37.00M","3.94%"
"03/07/2022","0.0741","0.0762","0.0769","0.0718","50.55M","-2.83%"
"02/07/2022","0.0762","0.0738","0.0806","0.0724","52.82M","3.21%"
"01/07/2022","0.0739","0.0745","0.0774","0.0728","43.23M","-0.70%"
"30/06/2022","0.0744","0.0767","0.0769","0.0688","50.64M","-2.99%"
"29/06/2022","0.0767","0.0761","0.0793","0.0733","56.46M","0.78%"
"28/06/2022","0.0761","0.0823","0.0842","0.0754","57.83M","-7.51%"
"27/06/2022","0.0823","0.0823","0.0864","0.0797","84.15M","0.00%"
"26/06/2022","0.0823","0.0887","0.0946","0.0820","73.51M","-7.22%"
"25/06/2022","0.0887","0.0903","0.0966","0.0866","91.66M","-1.83%"
"24/06/2022","0.0903","0.0819","0.0912","0.0819","85.93M","10.29%"
"23/06/2022","0.0819","0.0814","0.0840","0.0797","85.69M","0.65%"
"22/06/2022","0.0814","0.0817","0.0879","0.0790","68.58M","-0.40%"
"21/06/2022","0.0817","0.0801","0.0875","0.0800","68.88M","1.99%"
"20/06/2022","0.0801","0.0792","0.0827","0.0744","71.80M","1.21%"
"19/06/2022","0.0792","0.0750","0.0806","0.0707","52.86M","5.58%"
"18/06/2022","0.0750","0.0802","0.0897","0.0664","127.86M","-6.45%"
"17/06/2022","0.0802","0.0831","0.0848","0.0764","104.72M","-3.51%"
"16/06/2022","0.0831","0.1077","0.1091","0.0812","102.04M","-22.88%"
"15/06/2022","0.1077","0.1095","0.1096","0.0856","134.83M","-1.67%"
"14/06/2022","0.1095","0.1097","0.1146","0.1019","41.18M","-0.08%"
"13/06/2022","0.1096","0.1137","0.1178","0.1039","59.41M","-3.57%"
"12/06/2022","0.1137","0.1360","0.1376","0.1137","67.12M","-16.38%"
"11/06/2022","0.1360","0.1441","0.1500","0.1337","32.48M","-5.66%"
"10/06/2022","0.1441","0.1542","0.1673","0.1436","47.07M","-6.55%"
"09/06/2022","0.1542","0.1502","0.1658","0.1490","41.70M","2.65%"
"08/06/2022","0.1502","0.1526","0.1734","0.1491","47.56M","-1.51%"
"07/06/2022","0.1525","0.1489","0.1639","0.1391","62.22M","2.46%"
"06/06/2022","0.1489","0.1470","0.1572","0.1469","33.85M","1.28%"
"05/06/2022","0.1470","0.1528","0.1536","0.1444","33.46M","-3.82%"
"04/06/2022","0.1528","0.1533","0.1543","0.1493","26.83M","-0.27%"
"03/06/2022","0.1532","0.1635","0.1656","0.1513","36.47M","-6.27%"
"02/06/2022","0.1635","0.1526","0.1649","0.1500","32.96M","7.12%"
"01/06/2022","0.1526","0.1693","0.1738","0.1502","29.90M","-9.89%"
"31/05/2022","0.1694","0.1672","0.1736","0.1619","28.67M","1.28%"
"30/05/2022","0.1672","0.1591","0.1737","0.1582","28.03M","4.91%"
"29/05/2022","0.1594","0.1567","0.1690","0.1548","44.81M","1.73%"
"28/05/2022","0.1567","0.1395","0.1661","0.1384","55.99M","12.29%"
"27/05/2022","0.1395","0.1433","0.1514","0.1349","41.35M","-2.63%"
"26/05/2022","0.1433","0.1591","0.1622","0.1395","20.68M","-9.93%"
"25/05/2022","0.1591","0.1634","0.1657","0.1572","16.27M","-2.62%"
"24/05/2022","0.1634","0.1644","0.1683","0.1540","18.03M","-0.60%"
"23/05/2022","0.1644","0.1734","0.1801","0.1627","21.45M","-5.09%"
"22/05/2022","0.1732","0.1732","0.1757","0.1673","18.35M","0.00%"
"21/05/2022","0.1732","0.1683","0.1736","0.1657","11.96M","2.89%"
"20/05/2022","0.1683","0.1802","0.1827","0.1658","18.85M","-6.61%"
"19/05/2022","0.1802","0.1675","0.1832","0.1611","21.77M","7.65%"
"18/05/2022","0.1674","0.1897","0.1926","0.1672","19.57M","-11.69%"
"17/05/2022","0.1895","0.1839","0.1998","0.1781","27.92M","3.06%"
"16/05/2022","0.1839","0.1810","0.1871","0.1671","23.56M","1.61%"
"15/05/2022","0.1810","0.1723","0.1842","0.1689","20.28M","5.04%"
"14/05/2022","0.1723","0.1591","0.1801","0.1457","29.40M","8.28%"
"13/05/2022","0.1591","0.1417","0.1854","0.1395","26.17M","12.31%"
"12/05/2022","0.1417","0.1331","0.1836","0.1310","47.00M","6.50%"
"11/05/2022","0.1331","0.1979","0.2017","0.1210","44.17M","-32.78%"
"10/05/2022","0.1979","0.1950","0.2227","0.1883","32.40M","1.52%"
"09/05/2022","0.1950","0.2427","0.2469","0.1944","33.66M","-19.65%"
"08/05/2022","0.2426","0.2571","0.2599","0.2412","15.40M","-5.61%"
"07/05/2022","0.2571","0.2599","0.2698","0.2498","15.77M","-1.08%"
"06/05/2022","0.2599","0.2690","0.2701","0.2565","17.85M","-3.39%"
"05/05/2022","0.2690","0.2887","0.2964","0.2633","30.23M","-6.82%"
"04/05/2022","0.2887","0.2677","0.3042","0.2669","51.71M","7.83%"
"03/05/2022","0.2677","0.2632","0.2867","0.2595","21.46M","1.76%"
"02/05/2022","0.2631","0.2704","0.2780","0.2540","19.35M","-2.69%"
"01/05/2022","0.2704","0.2580","0.2738","0.2511","16.46M","4.82%"
"30/04/2022","0.2580","0.2847","0.2871","0.2580","13.33M","-9.45%"
"29/04/2022","0.2849","0.3083","0.3090","0.2780","13.07M","-7.61%"
"28/04/2022","0.3084","0.3129","0.3209","0.3032","14.85M","-1.43%"
"27/04/2022","0.3129","0.3034","0.3353","0.3015","18.11M","3.13%"
"26/04/2022","0.3034","0.3356","0.3445","0.2997","22.35M","-9.49%"
"25/04/2022","0.3352","0.3435","0.3553","0.3209","55.12M","-2.12%"
"24/04/2022","0.3425","0.3188","0.3584","0.3165","56.37M","7.46%"
"23/04/2022","0.3187","0.3216","0.3351","0.3153","15.09M","-0.85%"
"22/04/2022","0.3214","0.3234","0.3318","0.3164","11.57M","-0.59%"
"21/04/2022","0.3234","0.3364","0.3482","0.3169","17.26M","-3.86%"
"20/04/2022","0.3364","0.3483","0.3547","0.3311","15.26M","-3.39%"
"19/04/2022","0.3482","0.3432","0.3526","0.3375","12.19M","1.45%"
"18/04/2022","0.3432","0.3286","0.3497","0.3116","25.88M","4.43%"
"17/04/2022","0.3286","0.3353","0.3533","0.3276","24.64M","-1.99%"
"16/04/2022","0.3353","0.3340","0.3407","0.3285","13.04M","0.38%"
"15/04/2022","0.3340","0.3319","0.3401","0.3278","21.51M","0.65%"
"14/04/2022","0.3318","0.3512","0.3570","0.3273","37.81M","-5.52%"
"13/04/2022","0.3512","0.3458","0.3624","0.3369","16.52M","1.57%"
"12/04/2022","0.3458","0.3365","0.3721","0.3307","31.52M","2.77%"
"11/04/2022","0.3365","0.3747","0.3782","0.3338","30.03M","-10.21%"
"10/04/2022","0.3747","0.4010","0.4123","0.3741","18.45M","-6.57%"
"09/04/2022","0.4011","0.4013","0.4164","0.3911","14.96M","-0.24%"
"08/04/2022","0.4020","0.4491","0.4661","0.3983","28.23M","-10.47%"
"07/04/2022","0.4490","0.4473","0.4658","0.4345","19.21M","0.40%"
"06/04/2022","0.4473","0.5040","0.5091","0.4389","29.83M","-11.25%"
"05/04/2022","0.5040","0.4791","0.5397","0.4789","63.07M","5.18%"
"04/04/2022","0.4792","0.4707","0.4847","0.4475","21.61M","1.82%"
"03/04/2022","0.4706","0.4593","0.4769","0.4556","13.38M","2.33%"
"02/04/2022","0.4598","0.4770","0.4908","0.4598","21.33M","-3.59%"
"01/04/2022","0.4770","0.4559","0.4893","0.4293","38.12M","4.41%"
"31/03/2022","0.4568","0.4703","0.4832","0.4413","19.85M","-2.86%"
"30/03/2022","0.4703","0.4702","0.4793","0.4501","22.14M","0.02%"
"29/03/2022","0.4702","0.4300","0.4948","0.4300","31.64M","9.35%"
"28/03/2022","0.4300","0.4447","0.4638","0.4287","24.87M","-3.29%"
"27/03/2022","0.4446","0.4318","0.4478","0.4154","17.43M","2.97%"
"26/03/2022","0.4318","0.4052","0.4339","0.3982","18.49M","6.55%"
"25/03/2022","0.4052","0.4402","0.4452","0.4030","24.86M","-7.69%"
"24/03/2022","0.4390","0.3986","0.4533","0.3963","77.15M","10.13%"
"23/03/2022","0.3986","0.3754","0.4563","0.3586","90.60M","6.50%"
"22/03/2022","0.3743","0.3399","0.4222","0.3391","84.33M","10.10%"
"21/03/2022","0.3399","0.3274","0.3449","0.3220","18.88M","3.83%"
"20/03/2022","0.3274","0.3436","0.3461","0.3219","14.29M","-4.70%"
"19/03/2022","0.3436","0.3306","0.3473","0.3298","24.42M","3.92%"
"18/03/2022","0.3306","0.3294","0.3369","0.3195","8.43M","0.41%"
"17/03/2022","0.3293","0.3290","0.3397","0.3230","9.15M","0.00%"
"16/03/2022","0.3292","0.3265","0.3352","0.3152","10.09M","0.84%"
"15/03/2022","0.3265","0.3242","0.3341","0.3156","12.06M","0.72%"
"14/03/2022","0.3242","0.3155","0.3378","0.3119","9.68M","2.73%"
"13/03/2022","0.3155","0.3373","0.3451","0.3143","8.29M","-6.44%"
"12/03/2022","0.3373","0.3395","0.3554","0.3332","8.90M","-0.66%"
"11/03/2022","0.3395","0.3557","0.3684","0.3362","11.95M","-4.57%"
"10/03/2022","0.3557","0.3563","0.3599","0.3186","12.57M","-0.15%"
"09/03/2022","0.3563","0.3199","0.3724","0.3176","17.42M","11.38%"
"08/03/2022","0.3199","0.3242","0.3347","0.3159","10.48M","-1.33%"
"07/03/2022","0.3242","0.3154","0.3395","0.3058","22.70M","2.79%"
"06/03/2022","0.3154","0.3427","0.3735","0.3140","21.98M","-7.97%"
"05/03/2022","0.3427","0.3091","0.3568","0.3018","19.07M","10.87%"
"04/03/2022","0.3091","0.3212","0.3638","0.3079","28.71M","-3.75%"
"03/03/2022","0.3212","0.3404","0.3513","0.3136","27.00M","-5.64%"
"02/03/2022","0.3404","0.3643","0.4270","0.3334","144.36M","-6.57%"
"01/03/2022","0.3643","0.2835","0.4046","0.2809","93.08M","28.51%"
"28/02/2022","0.2835","0.2621","0.2837","0.2594","23.44M","8.17%"
"27/02/2022","0.2621","0.2755","0.2846","0.2508","29.50M","-4.89%"
"26/02/2022","0.2755","0.2782","0.2902","0.2726","22.21M","-0.96%"
"25/02/2022","0.2782","0.2610","0.2857","0.2569","27.88M","6.61%"
"24/02/2022","0.2610","0.2717","0.2745","0.2257","32.57M","-3.96%"
"23/02/2022","0.2717","0.2920","0.3022","0.2717","16.52M","-7.07%"
"22/02/2022","0.2924","0.2755","0.2965","0.2599","22.68M","6.12%"
"21/02/2022","0.2755","0.3062","0.3340","0.2747","27.37M","-10.01%"
"20/02/2022","0.3062","0.3341","0.3407","0.2961","21.39M","-8.38%"
"19/02/2022","0.3341","0.3280","0.3492","0.3177","24.63M","1.87%"
"18/02/2022","0.3280","0.3338","0.3475","0.3249","14.11M","-1.75%"
"17/02/2022","0.3338","0.3692","0.3771","0.3303","21.40M","-9.57%"
"16/02/2022","0.3692","0.3596","0.3865","0.3541","25.91M","2.65%"
"15/02/2022","0.3596","0.3441","0.3667","0.3420","15.53M","4.53%"
"14/02/2022","0.3441","0.3356","0.3505","0.3211","15.57M","2.55%"
"13/02/2022","0.3355","0.3458","0.3661","0.3355","17.52M","-2.99%"
"12/02/2022","0.3458","0.3633","0.3698","0.3424","22.98M","-4.72%"
"11/02/2022","0.3630","0.3951","0.4046","0.3505","27.98M","-8.14%"
"10/02/2022","0.3951","0.4183","0.4293","0.3790","31.74M","-5.49%"
"09/02/2022","0.4181","0.3868","0.4305","0.3783","21.09M","8.24%"
"08/02/2022","0.3863","0.3898","0.4228","0.3657","49.01M","-0.90%"
"07/02/2022","0.3898","0.3486","0.4197","0.3412","44.26M","11.81%"
"06/02/2022","0.3486","0.3434","0.3548","0.3375","16.11M","1.51%"
"05/02/2022","0.3434","0.3366","0.3541","0.3335","22.27M","2.03%"
"04/02/2022","0.3366","0.3141","0.3372","0.3094","17.83M","7.17%"
"03/02/2022","0.3141","0.3031","0.3145","0.2982","15.03M","3.64%"
"02/02/2022","0.3031","0.3254","0.3291","0.3000","16.07M","-6.86%"
"01/02/2022","0.3254","0.3206","0.3326","0.3178","15.83M","1.50%"
"31/01/2022","0.3206","0.3106","0.3322","0.2928","17.50M","3.22%"
"30/01/2022","0.3106","0.3160","0.3289","0.3035","16.03M","-1.71%"
"29/01/2022","0.3160","0.3150","0.3304","0.3133","17.67M","0.31%"
"28/01/2022","0.3150","0.3133","0.3202","0.2997","15.13M","0.76%"
